OTU ID	Taxonomy	WINDMILL_farm-Control	WINDMILL_farm-Drought	Castle_Field_West_W-Control	Castle_Field_West_W-Drought	Jemma_6-Control	Jemma_6-Drought	Jemma_9-Control	Jemma_9-Drought	Lardon Chase-Control	Lardon Chase-Drought
d0205386b81ccff91f08ba84f1787353	k_Fungi;p_Basidiomycota;c_Ustilaginomycetes;o_Ustilaginales;f_Ustilaginaceae	0	0	0	0	0	0	0	0	1	0
d02e385d5cf5e19b8f37e4b93fa80883	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Agaricaceae;g_Agaricus	0	8	0	0	0	0	0	0	0	0
d11a8e2ad67cc1e6bc16d525bb266b5b	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Lentitheciaceae;g_Keissleriella	10	27	0	6	0	0	0	0	22	13
d152a702c3ca1924906e9706f670cf0e	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Pluteaceae;g_Pluteus	0	0	0	0	0	0	0	0	0	2
d19e72a9f89eb81d73057f37eed7b5bc	k_Fungi;p_Mucoromycota;c_Mucoromycota_cls_Incertae_sedis;o_Mucoromycota_ord_Incertae_sedis;f_Mucoromycota_fam_Incertae_sedis;g_Mucoromycota_gen_Incertae_sedis	0	29	0	0	0	0	0	0	0	0
d1b04cca851cb0261603c739e2bc951b	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Bolbitiaceae;g_Pholiotina	0	0	0	0	1	19	0	0	0	0
d1d31d9267fe41a7a4b0a2f9b77b04f2	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Hypocreaceae;g_Hypocreaceae_gen_Incertae_sedis	0	0	58	0	0	0	0	0	0	0
d2028846cee4ab2bbc97d2c171c06980	k_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizales;f_Pyronemataceae;g_Cheilymenia	0	3	0	0	0	0	0	0	0	0
d2d73e88c32348cf07652940c591f3c3	k_Fungi;p_Chytridiomycota;c_Rhizophydiomycetes;o_Rhizophydiales;f_Operculomycetaceae;g_Operculomyces	23	18	19	5	11	17	17	43	4	25
d2e83435fdbbe33aab1ec5194b7f9272	k_Fungi;p_Ascomycota;c_Geoglossomycetes;o_Geoglossales;f_Geoglossales_fam_Incertae_sedis;g_Geoglossales_gen_Incertae_sedis	0	0	0	0	4	10	5	0	0	3
d32b4b1d944166bed57592794c45d72e	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Bionectriaceae;g_Waltergamsia	0	0	0	8	0	76	0	9	0	0
d3c1591514f333ab6157073da132d102	k_Fungi;p_Kickxellomycota;c_GS19;o_GS19_ord_Incertae_sedis;f_GS19_fam_Incertae_sedis;g_GS19_gen_Incertae_sedis	0	97	7	14	0	3	12	0	0	0
d43ba807f9cfb1a4ae8a2b00e2590da1	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Trechisporales;f_Trechisporales_fam_Incertae_sedis;g_Trechisporales_gen_Incertae_sedis	0	0	0	0	8	0	0	0	93	17
d489df95f9d1f733573f2fc80141a47d	k_Fungi;p_Basidiomycota;c_Microbotryomycetes;o_Microbotryomycetes_ord_Incertae_sedis;f_Microbotryomycetes_fam_Incertae_sedis;g_Slooffia	0	36	0	0	0	0	0	0	0	0
d4deee096290717d8dc2c3992515872e	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Nectriaceae	0	16	44	39	88	152	16	18	10	0
d591d69933f80f7b00d94b42d1b7b014	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Chaetomiaceae;g_Chaetomium	0	0	47	0	20	24	0	0	0	0
d7112695eb53303b9a36167e9ab84607	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Lycoperdaceae;g_Lycoperdon	1	0	0	0	0	0	0	0	0	0
d74647adedc9f373d39a0dd9c126a4a8	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Sarocladiaceae;g_Sarocladium	272	36	163	26	28	14	0	28	37	19
d803231d06de9482d60c0b9f7c623c87	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Mycenaceae;g_Mycenaceae_gen_Incertae_sedis	0	0	0	0	0	0	0	2	0	0
d8b812fc56dac0e3869d7e9596842304	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Phaeosphaeriaceae;g_Pseudoophiobolus	0	0	0	0	4	0	0	0	0	0
d92c1296497b348be6830394b2498ea4	k_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Tremellales_fam_Incertae_sedis;g_Tremellales_gen_Incertae_sedis	0	0	0	0	14	7	0	0	20	0
d9ebdace9d20059cc89be99016aef772	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Bionectriaceae;g_Paracylindrocarpon	26	0	8	11	22	23	38	107	169	159
da5b43d416bfc75be14f7b0a87293f93	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Didymosphaeriaceae;g_Laburnicola	0	0	37	13	0	0	0	0	0	0
db42399c17db7c2c4f83cd77d93ee539	k_Fungi;p_Mortierellomycota;c_Mortierellomycetes;o_Mortierellales;f_Mortierellales_fam_Incertae_sedis;g_Mortierellales_gen_Incertae_sedis	18	105	119	69	0	5	4	0	0	16
dbf478c9115f88d8551daf37f3df0bde	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Chaetomiaceae;g_Dichotomopilus	0	0	174	338	0	0	0	0	0	0
dc21833fa2e0c6fc14afdc7bc875112c	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Magnaporthales;f_Ceratosphaeriaceae;g_Ceratosphaeriaceae_gen_Incertae_sedis	0	0	0	0	0	0	18	8	11	0
dcb36715fd0d5490ab3ea544f2e0a699	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Phaeosphaeriaceae;g_Chaetosphaeronema	0	0	0	0	11	6	0	23	0	0
dcd1376ba6da67a81167a42e3279daea	k_Fungi;p_Ascomycota;c_Laboulbeniomycetes;o_Laboulbeniomycetes_ord_Incertae_sedis;f_Laboulbeniomycetes_fam_Incertae_sedis;g_Laboulbeniomycetes_gen_Incertae_sedis	0	0	0	22	0	0	5	0	0	0
dd4262e6d60dc8967a4114c80d828e99	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Bionectriaceae	94	40	105	336	28	117	157	141	77	54
de27dba74c44d15462d081ca1f585cbf	k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Eurotiales_fam_Incertae_sedis;g_Eurotiales_gen_Incertae_sedis	31	134	36	68	0	2	0	0	0	0
de4142172584a53943714a6c502cd396	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Didymosphaeriaceae;g_Didymosphaeriaceae_gen_Incertae_sedis	0	0	16	6	0	0	0	0	0	0
df4a78b0799a2fac4c52eca33ec15c63	k_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Trichosporonales;f_Trichosporonales_fam_Incertae_sedis;g_Trichosporonales_gen_Incertae_sedis	10	0	0	0	0	0	35	28	0	0
df7bd10a070d1ad12aad87cab3ac5f7d	k_Fungi;p_Ascomycota;c_Geoglossomycetes;o_Geoglossales;f_Geoglossaceae;g_Geoglossum	0	0	1	4	24	19	0	0	0	2
e093e9193e8874ef7921f3146db08f9b	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Clavariaceae;g_Hodophilus	0	0	0	176	0	0	0	0	0	0
e1aab0ae9dd93450b6b1c22e979af583	k_Fungi;p_Ascomycota;c_Lecanoromycetes;o_Lecanorales	0	0	0	6	0	0	0	0	0	0
e25791faf80ec2a09a3f9e446c99f5f8	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales;f_Diatrypaceae;g_Diatrypaceae_gen_Incertae_sedis	0	0	0	0	0	4	0	0	0	0
e26835f664ce7f0253e2edd3648a6487	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Glomerellales;f_Plectosphaerellaceae;g_Longitudinalis	44	66	0	0	0	0	0	0	0	0
e2edfa0ffdc76d5622fb38f030fa51e5	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Microascales;f_Microascaceae	5	0	0	11	0	11	103	74	287	214
e32ea150f17df3ab10c80c3b738f14bb	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Didymosphaeriaceae;g_Montagnula	0	0	0	0	0	0	0	9	0	0
e3dfc4390696e92f73bf9e1505c87afd	k_Fungi;p_Basidiomycota;c_Tritirachiomycetes;o_Tritirachiales;f_Tritirachiaceae;g_Tritirachium	0	0	0	0	0	10	0	1	0	0
e50a7bd42c7279b458222f8dcce63684	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Clavicipitaceae;g_Metacordyceps	170	179	44	11	0	3	13	8	103	137
e5475c8bc30e2cf5c8ad4943149b6533	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Stachybotryaceae;g_Achroiostachys	0	0	21	42	7	7	0	0	0	0
e554341d16b021e7d3bba9e6cfef898f	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Glomerellales;f_Glomerellaceae;g_Colletotrichum	41	76	211	5	41	19	32	19	0	0
e5671d1da632186394d775f8d6096844	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Ophiocordycipitaceae;g_Purpureocillium	241	195	0	13	10	8	85	156	203	174
e570f0e5cb4d57af6adc44fc6a778254	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Melanommataceae;g_Petrakia	58	166	257	488	152	248	30	24	0	26
e624766cf47a177bf0320f4a186073f3	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Entolomataceae;g_Entolomataceae_gen_Incertae_sedis	0	0	0	0	0	4	7	0	0	0
e633dd4efd3397f7cf1f7b56abe03ae7	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Nectriaceae;g_Nectriaceae_gen_Incertae_sedis	99	96	342	544	147	280	95	80	183	132
e6fe2913072bd40a16f6a1a86488a9a0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales	0	84	0	0	0	0	14	5	0	0
e76e13f7867f9da56ceffb1d51bc65a0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Clavicipitaceae;g_Metapochonia	141	151	19	26	0	0	120	53	59	68
e7aa894dce1a9de150bcc36df1489219	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Pyrenochaetopsidaceae;g_Pyrenochaetopsidaceae_gen_Incertae_sedis	16	0	0	0	0	0	0	0	0	0
e85f0d0dbd10ae731026a306c8b5d846	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_Serendipitaceae	0	2	0	0	5	16	0	0	0	0
e8d9fe5c6cc4339ee436176410a6ac4f	k_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Trimorphomycetaceae;g_Saitozyma	26	11	0	0	0	0	0	0	0	0
e9088f095673274020bb3297eaacd838	k_Fungi;p_Blastocladiomycota;c_Blastocladiomycetes;o_Blastocladiales;f_Blastocladiales_fam_Incertae_sedis;g_Blastocladiales_gen_Incertae_sedis	54	1053	0	0	0	0	0	0	0	0
e9a348b5e5872ddc6d4e57a747088d80	k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Aspergillaceae;g_Penicillium	245	317	160	925	293	496	634	1866	1275	2451
e9ea11c9361aa43160c5cfbda7c8b2da	k_Fungi;p_Ascomycota;c_Archaeorhizomycetes;o_Archaeorhizomycetales	0	0	0	0	0	0	0	11	0	0
eb5995256424eb94cc1247911fd30467	k_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Cordieritidaceae;g_Unguiculariopsis	8	0	0	0	0	0	0	0	0	0
eb90fb580eca93672aa567ca61048207	k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Ascospirella	0	1	0	0	0	0	0	0	0	0
ebb466164feafbff556003b5727276d5	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Dothideomycetes_ord_Incertae_sedis;f_Dothideomycetes_fam_Incertae_sedis;g_Dothideomycetes_gen_Incertae_sedis	0	0	2	0	0	0	0	0	0	0
ebfef977f2f67b8c4a11f0a2f393dc2a	k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Onygenales	0	0	3	2	0	0	0	0	0	0
ec15136311caafba3d3e1b9f91caeffd	k_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Helotiaceae;g_Hymenoscyphus	0	0	0	0	0	5	0	0	0	0
ec26ca03eed9fd1b5511b7d83d5c705e	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Bionectriaceae;g_Nigrosabulum	16	0	3058	342	0	0	5	0	6	0
ecbb74268f8f8d147a4a3cc5880e0123	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Clavariaceae;g_Ramariopsis	0	0	0	0	0	0	82	61	20	74
edf4de06f1dbe105e292940f8c203b83	k_Fungi;p_Basidiomycota;c_Microbotryomycetes;o_Leucosporidiales;f_Leucosporidiaceae;g_Leucosporidiaceae_gen_Incertae_sedis	0	0	0	0	0	0	0	2	0	0
ee73f55c6ce7e6e27aa37c2df07fdf7c	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Chaetosphaeriales;f_Chaetosphaeriaceae;g_Dinemasporium	0	0	5	0	0	0	0	0	0	0
ee7c094834f532d7d5120c83d20eba87	k_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Diversisporales;f_Acaulosporaceae;g_Acaulosporaceae_gen_Incertae_sedis	0	2	0	0	0	0	0	0	0	0
f08a5bbe584f73ca33cdefde732ff590	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales;f_Orbiliaceae;g_Arthrobotrys	0	3	0	0	0	0	0	0	0	0
f0af5b11dd1b3bca187bf76f957db686	k_Fungi;p_Mucoromycota;c_Mucoromycetes;o_Mucorales;f_Cunninghamellaceae;g_Absidia	0	0	0	0	0	0	0	0	0	2
f0c84213f0bbceb3dfad612c90681385	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Bionectriaceae;g_Ochronectria	0	0	163	64	0	0	0	0	0	0
f1a14f3020c7fb64406a870367dca922	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Stephanosporaceae;g_Cristinia	0	0	0	9	0	0	0	0	0	6
f1b1ada6db5b00a712835cb135933d91	k_Fungi;p_Chytridiomycota;c_Lobulomycetes;o_Lobulomycetales;f_Lobulomycetales_fam_Incertae_sedis;g_Lobulomycetales_gen_Incertae_sedis	108	97	0	9	0	0	13	5	42	29
f20955263ef64d296e71eba15b258bfa	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Strophariaceae;g_Deconica	0	0	0	0	2	0	0	0	14	8
f223b84a6afa0e5a54d0958a5ca53b91	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Magnaporthales;f_Magnaporthaceae;g_Slopeiomyces	9	116	0	0	0	7	0	0	2	12
f25dfea2f2e8a452e4043a2da10d42fb	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Bionectriaceae;g_Caespitomonium	0	0	0	0	0	0	0	11	0	0
f2dc2041bb4ea3e7256cfb70e88df742	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Stachybotryaceae;g_Myrothecium	0	16	0	0	0	0	0	0	0	0
f2fd445238d76521f437e1a23ec24394	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Pleosporaceae;g_Alternaria	0	0	0	0	0	0	29	1	0	12
f3f079c7bd846dea334f208a980320a4	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales;f_Xylariaceae;g_Xylaria	0	0	0	0	38	0	0	0	0	0
f3f083e5b53962c6d4c17c6f45f16374	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Lentitheciaceae;g_Darksidea	0	0	0	21	47	5	0	0	20	5
f5be87756cf88a7054f66effb4b5e2c2	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Coronophorales	0	0	34	0	0	0	0	0	0	0
f6968b1a7c2c2255e7a79eb0af617e54	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Cucurbitariaceae;g_Cucurbitariaceae_gen_Incertae_sedis	29	0	0	0	5	8	0	0	0	0
f78f0b297b14c917d91f368625523080	k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Aspergillaceae;g_Aspergillus	5	0	0	0	0	0	17	24	30	93
f82fe0ddd971a497509d207f1d8d7b9e	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Psathyrellaceae;g_Coprinellus	18	51	0	12	0	9	0	0	0	6
f8d5d3ed914356767b3d7e26ee663346	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Pyrenochaetopsidaceae;g_Pyrenochaetopsis	16	16	0	19	0	2	0	0	115	126
f935563b11058bffe2cf40d09d8ec15d	k_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Trichosporonales;f_Tetragoniomycetaceae;g_Tetragoniomycetaceae_gen_Incertae_sedis	43	193	0	0	0	0	0	0	0	0
f958ab41c8469fb18445deb11d2bfbbb	k_Fungi;p_Basidiomycota;c_Exobasidiomycetes;o_Exobasidiales	0	0	5	0	0	0	0	0	0	0
f98ff07f0cbd4abbbbd7bd69bf3cbd18	k_Fungi;p_Blastocladiomycota;c_Blastocladiomycota_cls_Incertae_sedis;o_Blastocladiomycota_ord_Incertae_sedis;f_Blastocladiomycota_fam_Incertae_sedis;g_Blastocladiomycota_gen_Incertae_sedis	11	9	0	0	0	0	0	0	0	0
f9e6c2e90cd54eed887bda741e41d270	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Hypocreaceae;g_Trichoderma	134	788	220	455	113	61	132	173	136	76
fa0c0558f13606a3b154b83cb7c0ac64	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Niessliaceae;g_Niesslia	378	211	454	392	276	456	481	280	161	130
fa4c1d7f80a09e9349fdbb13ee52a4e7	k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Chaetothyriales;f_Herpotrichiellaceae;g_Cladophialophora	0	0	0	0	0	0	0	0	5	9
faf1ac6a5f4afa9652d1722986a25a0b	k_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Helotiales_fam_Incertae_sedis;g_Dactylaria	0	36	0	0	0	0	0	193	0	0
faf5b71b7cc82db616dc8036be73ec0e	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Myriangiales;f_Elsinoaceae;g_Elsinoe	0	0	0	0	0	1	0	0	0	0
fc0090f84a99ef8d5e9b3b4038740318	k_Fungi;p_Chytridiomycota;c_Rhizophydiomycetes;o_Rhizophydiales;f_Alphamycetaceae;g_Betamyces	0	7	0	0	0	11	0	0	0	0
fc26d2d033cf85caeeab1e1aa7c6f4f3	k_Fungi;p_Rozellomycota;c_Rozellomycota_cls_Incertae_sedis;o_Rozellomycota_ord_Incertae_sedis;f_Rozellomycota_fam_Incertae_sedis;g_Paramicrosporidium	0	5	0	0	0	0	0	0	0	0
fc82ebcd7fa017439036a65a59359c25	k_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizales;f_Pulvinulaceae;g_Pulvinula	0	0	2	12	36	158	0	55	0	0
fcd7a995797ae93114b72a0a537e7ef0	k_Fungi;p_Basidiomycota;c_Agaricomycetes	32	33	151	38	11	26	0	27	69	23
fd01695bcd7d47ee1ed4e0412cbcc2d6	k_Fungi;p_Ascomycota;c_Eurotiomycetes	0	0	0	0	0	0	9	0	3	0
fefc95378c850afb1430ef1bf4ba15c4	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Cordycipitaceae;g_Flavocillium	0	0	0	0	5	0	0	0	0	0
ffc1f2d7c14cd8693471b24081eb48ad	k_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizales	0	0	1	0	88	200	0	22	78	44
